sortBy,Station ID,Line,Stop Name,Borough,Daytime Routes,GTFS Latitude,GTFS Longitude,color,tractId1,tractWeight1,tractId2,tractWeight2,income
16,227,6th Av - Culver,34 St - Herald Sq,M,B D F M,40.749719,-73.987823,FF6319,36061007600,0.677,36061010900,0.323,112466
17,228,6th Av - Culver,23 St,M,F M,40.742878,-73.992821,FF6319,36061005800,0.621,36061009100,0.379,158478
18,229,6th Av - Culver,14 St,M,F M,40.738228,-73.996209,FF6319,36061005400,0.56,36061008100,0.44,139269
19,167,8th Av - Fulton St,W 4 St,M,A C E B D F M,40.732338,-74.000495,FF6319,36061006500,0.57,36061007100,0.43,121201
20,230,6th Av - Culver,Broadway-Lafayette St,M,B D F M,40.725297,-73.996204,FF6319,36061004300,0.589,36061005502,0.411,95427
21,232,6th Av - Culver,2 Av,M,F,40.723402,-73.989938,FF6319,36061003602,0.603,36061003601,0.397,70471
22,233,6th Av - Culver,Delancey St,M,F,40.718611,-73.988114,FF6319,36061001402,0.53,36061003001,0.47,49818
23,234,6th Av - Culver,East Broadway,M,F,40.713715,-73.990173,FF6319,36061000600,0.741,36061001401,0.259,36517
24,235,6th Av - Culver,York St,Bk,F,40.701397,-73.986751,FF6319,36047002100,0.767,36047002300,0.233,167362
25,174,8th Av - Fulton St,Jay St - MetroTech,Bk,A C F,40.692338,-73.987342,FF6319,36047001100,0.947,36047003700,0.053,127223
26,236,6th Av - Culver,Bergen St,Bk,F G,40.686145,-73.990862,FF6319,36047006900,0.804,36047004300,0.196,130125
27,237,6th Av - Culver,Carroll St,Bk,F G,40.680303,-73.995048,FF6319,36047007500,0.594,36047007700,0.406,146891
28,238,6th Av - Culver,Smith - 9 Sts,Bk,F G,40.67358,-73.995959,FF6319,36047007700,0.745,36047012100,0.255,127236
29,239,6th Av - Culver,4 Av,Bk,F G,40.670272,-73.989779,FF6319,36047012100,0.785,36047013900,0.215,105833
30,240,6th Av - Culver,7 Av,Bk,F G,40.666271,-73.980305,FF6319,36047015300,0.619,36047015100,0.381,134082
31,241,6th Av - Culver,15 St - Prospect Park,Bk,F G,40.660365,-73.979493,FF6319,36047016900,0.798,36047016700,0.202,94584
32,242,6th Av - Culver,Fort Hamilton Pkwy,Bk,F G,40.650782,-73.975776,FF6319,36047050202,0.562,36047050400,0.438,91315
33,243,6th Av - Culver,Church Av,Bk,F G,40.644041,-73.979678,FF6319,36047049600,0.727,36047049800,0.273,74640
34,244,6th Av - Culver,Ditmas Av,Bk,F,40.636119,-73.978172,FF6319,36047047800,0.519,36047048600,0.481,44728
35,245,6th Av - Culver,18 Av,Bk,F,40.629755,-73.976971,FF6319,36047048000,0.701,36047046201,0.299,28880
36,246,6th Av - Culver,Avenue I,Bk,F,40.625322,-73.976127,FF6319,36047046202,0.749,36047046400,0.251,54126
37,247,6th Av - Culver,Bay Pkwy,Bk,F,40.620769,-73.975264,FF6319,36047045000,0.556,36047046202,0.444,47737
38,248,6th Av - Culver,Avenue N,Bk,F,40.61514,-73.974197,FF6319,36047044600,0.751,36047044800,0.249,58138
39,249,6th Av - Culver,Avenue P,Bk,F,40.608944,-73.973022,FF6319,36047043800,0.727,36047042200,0.273,47096
40,250,6th Av - Culver,Kings Hwy,Bk,F,40.603217,-73.972361,FF6319,36047041401,0.526,36047041200,0.474,54856
41,251,6th Av - Culver,Avenue U,Bk,F,40.596063,-73.973357,FF6319,36047039800,0.568,36047040000,0.432,51942
42,252,6th Av - Culver,Avenue X,Bk,F,40.58962,-73.97425,FF6319,36047038600,0.632,36047037402,0.368,48368
43,253,6th Av - Culver,Neptune Av,Bk,F,40.581011,-73.974574,FF6319,36047035400,0.91,36047035601,0.09,43717
44,57,Broadway - Brighton,W 8 St - NY Aquarium,Bk,F Q,40.576127,-73.975939,FF6319,36047035000,0.539,36047035400,0.461,41485
45,58,Sea Beach / West End / Culver / Brighton,Coney Island - Stillwell Av,Bk,D F N Q,40.577422,-73.981233,FF6319,36047035000,0.584,36047034800,0.416,46157
